location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link,sangkat,khan,city/provice,lat,lon
"Svay Dankum, Siem Reap, Siem Reap",900,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-2-bath-apartment-231056/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",1500,4,4,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/4-bed-4-bath-apartment-231055/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",550,2,2,85,85,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-231032/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",800,,,80,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/condo-231029/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",1700,3,2,88,,Condo,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-2-bath-condo-231014/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",1700,4,4,,275,Villa,rent,https://www.realestate.com.kh/rent/bkk-3/4-bed-4-bath-villa-230995/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",2800,4,5,,303,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-5-bath-villa-230994/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Ou Baek K'am, Sen Sok, Phnom Penh",2300,3,3,164,,Condo,rent,https://www.realestate.com.kh/rent/ou-baek-kam/3-bed-3-bath-condo-230951/,Ou Baek K'am,Sen Sok,Phnom Penh,37.651036,30.5361664
"Phsar Daeum Thkov, Chamkarmon, Phnom Penh",850,2,3,108,,Apartment,rent,https://www.realestate.com.kh/rent/phsar-daeum-thkov/2-bed-3-bath-apartment-230926/,Phsar Daeum Thkov,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Veal Vong, 7 Makara, Phnom Penh",350,1,1,40,,Apartment,rent,https://www.realestate.com.kh/rent/veal-vong/1-bed-1-bath-apartment-230905/,Veal Vong,7 Makara,Phnom Penh,11.5495588,104.9272305
"Tonle Bassac, Chamkarmon, Phnom Penh",2450,3,2,123,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-2-bath-apartment-230899/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1800,,,,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/condo-230886/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",2000,3,4,260,161,Link,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-4-bath-link-house-230561/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",2000,4,3,,,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-3-bath-villa-230560/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",2200,3,4,260,161,Link,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-4-bath-link-house-230557/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1800,2,2,100,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-230533/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",3500,4,5,440,275,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-5-bath-villa-230525/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",400,2,1,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-1-bath-apartment-230493/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Tonle Bassac, Chamkarmon, Phnom Penh",3500,4,5,440,,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-5-bath-villa-230459/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sala Kamraeuk, Siem Reap, Siem Reap",530,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/1-bed-1-bath-apartment-230452/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeung Kak 2, Toul Kork, Phnom Penh",750,1,1,66,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-2/1-bed-1-bath-apartment-230449/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Sla Kram, Siem Reap, Siem Reap",400,2,2,,,House,rent,https://www.realestate.com.kh/rent/sla-kram/2-bed-2-bath-house-230445/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",600,8,9,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/8-bed-9-bath-house-230444/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Tonle Bassac, Chamkarmon, Phnom Penh",2100,3,2,115,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-2-bath-apartment-230443/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",1050,,1,40,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/1-bath-apartment-230442/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1000,2,2,160,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-230438/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",600,1,1,58,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-230437/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Prolit, 7 Makara, Phnom Penh",700,1,1,80,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-prolit/1-bed-1-bath-apartment-230436/,Boeung Prolit,7 Makara,Phnom Penh,11.5495588,104.9272305
"Boeung Prolit, 7 Makara, Phnom Penh",1100,2,2,120,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-prolit/2-bed-2-bath-apartment-230432/,Boeung Prolit,7 Makara,Phnom Penh,11.5495588,104.9272305
"Chey Chumneah, Daun Penh, Phnom Penh",1500,1,1,80,95,Apartment,rent,https://www.realestate.com.kh/rent/chey-chumneah/1-bed-1-bath-apartment-230430/,Chey Chumneah,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Chey Chumneah, Daun Penh, Phnom Penh",700,2,2,65,,Apartment,rent,https://www.realestate.com.kh/rent/chey-chumneah/2-bed-2-bath-apartment-230427/,Chey Chumneah,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeung Kak 1, Toul Kork, Phnom Penh",1700,2,3,74,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-1/2-bed-3-bath-apartment-230408/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Boeung Kak 1, Toul Kork, Phnom Penh",850,1,1,75,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-1/1-bed-1-bath-apartment-230407/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1500,2,1,95,150,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-1-bath-apartment-230394/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",1200,4,5,288,800,House,rent,https://www.realestate.com.kh/rent/svay-dankum/4-bed-5-bath-house-230387/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Srah Chak, Daun Penh, Phnom Penh",700,1,1,49,,Apartment,rent,https://www.realestate.com.kh/rent/srah-chak/1-bed-1-bath-apartment-230381/,Srah Chak,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeung Trabek, Chamkarmon, Phnom Penh",2300,5,6,,337,Villa,rent,https://www.realestate.com.kh/rent/boeung-trabek/5-bed-6-bath-villa-230374/,Boeung Trabek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",350,,1,40,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bath-apartment-230373/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",500,2,2,90,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-230372/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tumnob Tuek, Chamkarmon, Phnom Penh",280,,1,23,,Apartment,rent,https://www.realestate.com.kh/rent/tumnob-tuek/1-bath-apartment-230353/,Tumnob Tuek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 2, Chamkarmon, Phnom Penh",3000,4,5,160,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-2/4-bed-5-bath-apartment-230348/,Boeng Keng Kang 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Srah Chak, Daun Penh, Phnom Penh",3200,3,2,190,,Apartment,rent,https://www.realestate.com.kh/rent/srah-chak/3-bed-2-bath-apartment-230331/,Srah Chak,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Srah Chak, Daun Penh, Phnom Penh",950,2,2,85,,Apartment,rent,https://www.realestate.com.kh/rent/srah-chak/2-bed-2-bath-apartment-230329/,Srah Chak,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Svay Dankum, Siem Reap, Siem Reap",450,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/1-bed-1-bath-apartment-230324/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Tonle Bassac, Chamkarmon, Phnom Penh",4500,4,5,450,330,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-5-bath-villa-230321/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",2700,3,4,,320,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/3-bed-4-bath-villa-230320/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",550,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/1-bed-1-bath-apartment-230319/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",450,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/1-bed-1-bath-apartment-230318/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",650,2,1,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-1-bath-apartment-230317/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"St368 St368, Boeng Keng Kang 3, Chamkarmon, Phnom Penh",850,2,2,95,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/st368-st368-230308/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,,
"Sla Kram, Siem Reap, Siem Reap",350,4,5,80,100,House,rent,https://www.realestate.com.kh/rent/sla-kram/4-bed-5-bath-house-230301/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Tonle Bassac, Chamkarmon, Phnom Penh",6500,6,7,,305,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/6-bed-7-bath-villa-230300/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1800,3,2,100,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-2-bath-apartment-230294/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Kak 2, Toul Kork, Phnom Penh",2800,4,5,,800,Villa,rent,https://www.realestate.com.kh/rent/boeung-kak-2/4-bed-5-bath-villa-230271/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Phnom Penh Thmey, Sen Sok, Phnom Penh",1700,4,5,252,,Villa,rent,https://www.realestate.com.kh/rent/phnom-penh-thmey/4-bed-5-bath-villa-230262/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Boeng Keng Kang 2, Chamkarmon, Phnom Penh",4000,3,4,200,,Penthouse,rent,https://www.realestate.com.kh/rent/bkk-2/3-bed-4-bath-penthouse-230250/,Boeng Keng Kang 2,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",650,1,1,70,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-230249/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sala Kamraeuk, Siem Reap, Siem Reap",5000,13,14,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/13-bed-14-bath-apartment-230243/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",300,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/1-bed-1-bath-apartment-230232/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",400,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/2-bed-2-bath-apartment-230231/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Chreav, Siem Reap, Siem Reap",400,3,3,,,House,rent,https://www.realestate.com.kh/rent/chreav/3-bed-3-bath-house-230212/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeung Kak 1, Toul Kork, Phnom Penh",550,1,1,45,60,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-1/1-bed-1-bath-apartment-230208/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Tonle Bassac, Chamkarmon, Phnom Penh",800,2,1,65,80,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-1-bath-apartment-230200/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",900,2,1,81,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-1-bath-apartment-230195/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",2700,3,3,108,,Penthouse,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-3-bath-penthouse-230192/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Prolit, 7 Makara, Phnom Penh",1000,2,2,80,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-prolit/2-bed-2-bath-apartment-230173/,Boeung Prolit,7 Makara,Phnom Penh,11.5495588,104.9272305
"Sangkat Bei, Sihanoukville, Sihanoukville",450,1,1,43,,Apartment,rent,https://www.realestate.com.kh/rent/sangkat-bei/1-bed-1-bath-apartment-230169/,Sangkat Bei,Sihanoukville,Sihanoukville,10.50614075,103.26205644863938
"Chakto Mukh, Daun Penh, Phnom Penh",370,1,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/chakto-mukh/1-bed-1-bath-apartment-230161/,Chakto Mukh,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeung Prolit, 7 Makara, Phnom Penh",900,2,2,80,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-prolit/2-bed-2-bath-apartment-230158/,Boeung Prolit,7 Makara,Phnom Penh,11.5495588,104.9272305
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1200,2,2,85,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-230156/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",850,1,1,57,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-230155/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",750,1,1,45,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-230154/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1300,1,1,113,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-230130/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1300,1,1,77,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-230129/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Tonle Bassac, Chamkarmon, Phnom Penh",2500,4,5,250,303,Villa,rent,https://www.realestate.com.kh/rent/tonle-bassac/4-bed-5-bath-villa-230118/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Srah Chak, Daun Penh, Phnom Penh",2800,2,3,,330,Villa,rent,https://www.realestate.com.kh/rent/srah-chak/2-bed-3-bath-villa-230115/,Srah Chak,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeung Kak 1, Toul Kork, Phnom Penh",550,1,1,70,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-1/1-bed-1-bath-apartment-230088/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Boeung Kak 1, Toul Kork, Phnom Penh",320,,1,22,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-1/1-bath-apartment-230087/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",1700,3,3,220,375,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/3-bed-3-bath-apartment-230080/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Phsar Chas, Daun Penh, Phnom Penh",1500,3,3,,330,Villa,rent,https://www.realestate.com.kh/rent/phsar-chas/3-bed-3-bath-villa-230079/,Phsar Chas,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Srah Chak, Daun Penh, Phnom Penh",450,1,1,60,,Apartment,rent,https://www.realestate.com.kh/rent/srah-chak/1-bed-1-bath-apartment-230077/,Srah Chak,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",700,2,2,100,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-230075/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",6500,5,7,700,500,Villa,rent,https://www.realestate.com.kh/rent/bkk-1/5-bed-7-bath-villa-230074/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Kak 1, Toul Kork, Phnom Penh",1500,3,2,141,,Condo,rent,https://www.realestate.com.kh/rent/boeung-kak-1/3-bed-2-bath-condo-230073/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",650,1,1,65,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-230068/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",900,2,2,,118,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-2-bath-apartment-230065/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",800,1,2,78,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-2-bath-apartment-230044/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1600,2,2,105,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-230043/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",2600,3,3,150,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-3-bath-apartment-230042/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",400,2,1,45,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/2-bed-1-bath-apartment-230038/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",600,,,,,Land,rent,https://www.realestate.com.kh/rent/svay-dankum/land-230028/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",2500,3,3,200,600,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-3-bath-apartment-230018/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",2000,4,5,220,600,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/4-bed-5-bath-apartment-230015/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",6300,4,4,240,,Penthouse,rent,https://www.realestate.com.kh/rent/bkk-1/4-bed-4-bath-penthouse-230002/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",5000,4,5,313,,Villa,rent,https://www.realestate.com.kh/rent/bkk-1/4-bed-5-bath-villa-229968/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",250,1,1,45,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229953/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sangkat Muoy, Sihanoukville, Sihanoukville",400,1,1,,40,Apartment,rent,https://www.realestate.com.kh/rent/sangkat-muoy/1-bed-1-bath-apartment-229925/,Sangkat Muoy,Sihanoukville,Sihanoukville,10.50614075,103.26205644863938
"Phsar Kandal I, Daun Penh, Phnom Penh",850,2,1,60,,Apartment,rent,https://www.realestate.com.kh/rent/phsar-kandal-i/2-bed-1-bath-apartment-229921/,Phsar Kandal I,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeung Kak 1, Toul Kork, Phnom Penh",1000,2,2,99,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-kak-1/2-bed-2-bath-apartment-229890/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",550,1,1,64,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229880/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Toul Tum Poung 1, Chamkarmon, Phnom Penh",500,1,1,50,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/1-bed-1-bath-apartment-229877/,Toul Tum Poung 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Chak Angrae Leu, Meanchey, Phnom Penh",650,1,1,60,,Condo,rent,https://www.realestate.com.kh/rent/chak-angrae-leu/1-bed-1-bath-condo-229874/,Chak Angrae Leu,Meanchey,Phnom Penh,13.104489,103.1978242
"Tonle Bassac, Chamkarmon, Phnom Penh",1680,2,2,101,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/2-bed-2-bath-apartment-229865/,Tonle Bassac,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",1900,3,2,220,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/3-bed-2-bath-apartment-229852/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",500,1,1,40,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229851/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Trabek, Chamkarmon, Phnom Penh",900,2,1,65,50,Apartment,rent,https://www.realestate.com.kh/rent/boeung-trabek/2-bed-1-bath-apartment-229792/,Boeung Trabek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",500,1,1,45,50,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/1-bed-1-bath-apartment-229787/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",2100,3,3,148,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/3-bed-3-bath-apartment-229750/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Reang, Daun Penh, Phnom Penh",700,1,1,,,Apartment,rent,https://www.realestate.com.kh/rent/boeng-reang/1-bed-1-bath-apartment-229729/,Boeng Reang,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeung Prolit, 7 Makara, Phnom Penh",3000,3,3,280,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-prolit/3-bed-3-bath-apartment-229727/,Boeung Prolit,7 Makara,Phnom Penh,11.5495588,104.9272305
"Sala Kamraeuk, Siem Reap, Siem Reap",350,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/apartment-229720/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1200,2,2,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/2-bed-2-bath-apartment-229684/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sla Kram, Siem Reap, Siem Reap",800,4,4,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/4-bed-4-bath-apartment-229682/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",1320,1,1,55,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/1-bed-1-bath-apartment-229679/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
