location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link,sangkat,khan,city/provice,lat,lon
"Chey Chumneah, Daun Penh, Phnom Penh",800000,10,10,,,Shophouse,buy,https://www.realestate.com.kh/buy/chey-chumneah/10-bed-10-bath-shophouse-227878/,Chey Chumneah,Daun Penh,Phnom Penh,11.5772693,104.9194273
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",85000,1,1,52,,Condo,buy,https://www.realestate.com.kh/buy/bkk-3/1-bed-1-bath-condo-227814/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeung Kak 2, Toul Kork, Phnom Penh",4200,,,,,Land,buy,https://www.realestate.com.kh/buy/boeung-kak-2/land-227762/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Sangkat Pir, Sihanoukville, Sihanoukville",650000,18,,,390,Apartment,buy,https://www.realestate.com.kh/buy/sangkat-pir/18-bed-apartment-227759/,Sangkat Pir,Sihanoukville,Sihanoukville,10.50614075,103.26205644863938
"Tumnob Tuek, Chamkarmon, Phnom Penh",1300000,3,4,,,Shophouse,buy,https://www.realestate.com.kh/buy/tumnob-tuek/3-bed-4-bath-shophouse-227751/,Tumnob Tuek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Ou Oknha Heng, Prey Nob, Sihanoukville",5340000,,,,89000,Land,buy,https://www.realestate.com.kh/buy/ou-oknha-heng/land-227601/,Ou Oknha Heng,Prey Nob,Sihanoukville,10.6524043,103.7958258
"Phnom Penh Thmey, Sen Sok, Phnom Penh",250000,4,5,75,168,Villa,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/4-bed-5-bath-villa-227577/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Svay Dankum, Siem Reap, Siem Reap",230000,4,5,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-5-bath-house-226385/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Kandaek, Prasat Bakong, Siem Reap",90000,2,3,,,House,buy,https://www.realestate.com.kh/buy/kandaek/2-bed-3-bath-house-226340/,Kandaek,Prasat Bakong,Siem Reap,13.3421471,103.9978446
"Ream, Prey Nob, Sihanoukville",8352000,,,,55680,Land,buy,https://www.realestate.com.kh/buy/ream/land-226301/,Ream,Prey Nob,Sihanoukville,10.6524043,103.7958258
"Boeng Keng Kang 3, Chamkarmon, Phnom Penh",78000,1,1,35,,Condo,buy,https://www.realestate.com.kh/buy/bkk-3/1-bed-1-bath-condo-226250/,Boeng Keng Kang 3,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Svay Dankum, Siem Reap, Siem Reap",240000,3,3,,,Villa,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-3-bath-villa-226091/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",950000,2,3,,108,Villa,buy,https://www.realestate.com.kh/buy/bkk-1/2-bed-3-bath-villa-225966/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sala Kamraeuk, Siem Reap, Siem Reap",450000,7,,,,House,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/7-bed-house-225853/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Kouk Chak, Siem Reap, Siem Reap",150000,6,6,,,House,buy,https://www.realestate.com.kh/buy/kouk-chak/6-bed-6-bath-house-225737/,Kouk Chak,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",310000,2,2,95,,Condo,buy,https://www.realestate.com.kh/buy/bkk-1/2-bed-2-bath-condo-225641/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",450000,3,3,120,,Condo,buy,https://www.realestate.com.kh/buy/bkk-1/3-bed-3-bath-condo-225638/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Boeng Keng Kang 1, Chamkarmon, Phnom Penh",743000,3,3,161,,Apartment,buy,https://www.realestate.com.kh/buy/bkk-1/3-bed-3-bath-apartment-225478/,Boeng Keng Kang 1,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Sla Kram, Siem Reap, Siem Reap",320000,9,9,,,House,buy,https://www.realestate.com.kh/buy/sla-kram/9-bed-9-bath-house-225140/,Sla Kram,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",690000,5,10,,,Apartment,buy,https://www.realestate.com.kh/buy/svay-dankum/5-bed-10-bath-apartment-225131/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"DABEST PROPERTIES DABEST PROPERTIES, Svay Dankum, Siem Reap, Siem Reap",230000,2,3,94,352,House,buy,https://www.realestate.com.kh/buy/svay-dankum/dabest-properties-dabest-properties-114594/,Svay Dankum,Siem Reap,Siem Reap,,
"Svay Dankum, Siem Reap, Siem Reap",160000,1,1,,67,Shophouse,buy,https://www.realestate.com.kh/buy/svay-dankum/1-bed-1-bath-shophouse-224822/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sangkat Sambuor, Siem Reap, Siem Reap",78000,3,3,,,Twin,buy,https://www.realestate.com.kh/buy/sangkat-sambuor/3-bed-3-bath-twin-villa-224726/,Sangkat Sambuor,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sala Kamraeuk, Siem Reap, Siem Reap",250000,7,7,,,Villa,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/7-bed-7-bath-villa-224346/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
"Boeung Kak 2, Toul Kork, Phnom Penh",3800000,25,28,660,1076,House,buy,https://www.realestate.com.kh/buy/boeung-kak-2/25-bed-28-bath-house-224110/,Boeung Kak 2,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Sala Kamraeuk, Siem Reap, Siem Reap",479900,4,2,,,House,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/4-bed-2-bath-house-224012/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
Kandal,93000,,,52,86,House,buy,https://www.realestate.com.kh/buy/kandal/house-224009/,,,,,
"Siem Reap, Siem Reap",175000,3,4,,372,House,buy,https://www.realestate.com.kh/buy/siem-reap/3-bed-4-bath-house-224008/,,Siem Reap,Siem Reap,13.3617562,103.8590321
Siem Reap,69000,1,1,93,154,House,buy,https://www.realestate.com.kh/buy/siem-reap/1-bed-1-bath-house-223852/,,,,,
"Tumnob Tuek, Chamkarmon, Phnom Penh",72500,1,1,59,,Condo,buy,https://www.realestate.com.kh/buy/tumnob-tuek/1-bed-1-bath-condo-223832/,Tumnob Tuek,Chamkarmon,Phnom Penh,11.5477265,104.9407431
"Siem Reap, Siem Reap",120000,2,3,75,153,House,buy,https://www.realestate.com.kh/buy/siem-reap/2-bed-3-bath-house-223802/,,Siem Reap,Siem Reap,13.3617562,103.8590321
"Chaom Chau, Por Sen Chey, Phnom Penh",198000,4,6,,,House,buy,https://www.realestate.com.kh/buy/chaom-chau/4-bed-6-bath-house-223714/,Chaom Chau,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Boeung Kak 1, Toul Kork, Phnom Penh",68000,1,1,,,Condo,buy,https://www.realestate.com.kh/buy/boeung-kak-1/1-bed-1-bath-condo-223652/,Boeung Kak 1,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Sangkat Buon, Sihanoukville, Sihanoukville",259000,4,5,,,House,buy,https://www.realestate.com.kh/buy/sangkat-buon/4-bed-5-bath-house-223605/,Sangkat Buon,Sihanoukville,Sihanoukville,10.50614075,103.26205644863938
"Svay Dankum, Siem Reap, Siem Reap",1200000,4,5,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-5-bath-house-223596/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Nirouth, Chbar Ampov, Phnom Penh",100000,4,5,,,House,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-5-bath-house-223568/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Snaor, Por Sen Chey, Phnom Penh",65000,3,3,,,House,buy,https://www.realestate.com.kh/buy/snaor/3-bed-3-bath-house-223564/,Snaor,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Boeung Tumpun, Meanchey, Phnom Penh",75000,1,1,,,Condo,buy,https://www.realestate.com.kh/buy/boeung-tumpun/1-bed-1-bath-condo-223563/,Boeung Tumpun,Meanchey,Phnom Penh,13.104489,103.1978242
"Chrang Chamres 2, Russey Keo, Phnom Penh",320000,4,5,72,207,Villa,buy,https://www.realestate.com.kh/buy/chrang-chamres-2/4-bed-5-bath-villa-223517/,Chrang Chamres 2,Russey Keo,Phnom Penh,48.8381569,2.7172109621479024
"Svay Dankum, Siem Reap, Siem Reap",135000,2,3,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/2-bed-3-bath-house-223448/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",460000,4,4,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-4-bath-house-223295/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",139000,3,3,,240,Villa,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-3-bath-villa-223253/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Sangkat Sambuor, Siem Reap, Siem Reap",980000,7,7,400,5724,Villa,buy,https://www.realestate.com.kh/buy/sangkat-sambuor/properties-dabest-185990/,Sangkat Sambuor,Siem Reap,Siem Reap,13.3617562,103.8590321
"DABEST PROPERTIES, Svay Dankum, Siem Reap, Siem Reap",220000,2,2,,422,Villa,buy,https://www.realestate.com.kh/buy/svay-dankum/dabest-properties-164302/,Svay Dankum,Siem Reap,Siem Reap,,
"Dabest Properties, Sala Kamraeuk, Siem Reap, Siem Reap",1950000,6,7,548,2100,Villa,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/dabest-properties-193850/,Sala Kamraeuk,Siem Reap,Siem Reap,,
"Kampong Samnanh, Ta Khmau, Kandal",65000,2,3,,,House,buy,https://www.realestate.com.kh/buy/kampong-samnanh/2-bed-3-bath-house-223226/,Kampong Samnanh,Ta Khmau,Kandal,11.4687395,104.9451162
"Svay Kravan, Chbar Mon, Kampong Speu",45000,3,4,,,House,buy,https://www.realestate.com.kh/buy/svay-kravan/3-bed-4-bath-house-223220/,Svay Kravan,Chbar Mon,Kampong Speu,11.4647156,104.5194625
"Bak Kaeng, Chroy Changvar, Phnom Penh",147000,2,3,,,House,buy,https://www.realestate.com.kh/buy/bak-kaeng/2-bed-3-bath-house-223217/,Bak Kaeng,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
Kandal,39100,,,36,247,House,buy,https://www.realestate.com.kh/buy/kandal/house-223194/,,,,,
"Chaom Chau, Por Sen Chey, Phnom Penh",44500,2,2,,,House,buy,https://www.realestate.com.kh/buy/chaom-chau/2-bed-2-bath-house-223171/,Chaom Chau,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
Other,650000,4,4,252,1506,House,buy,https://www.realestate.com.kh/listings/223123/,,,,,
"Chreav, Siem Reap, Siem Reap",110000,2,2,,,House,buy,https://www.realestate.com.kh/buy/chreav/2-bed-2-bath-house-223058/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Svay Dankum, Siem Reap, Siem Reap",1250000,5,6,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/5-bed-6-bath-house-223008/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Chbar Ampov II, Chbar Ampov, Phnom Penh",210000,3,4,,,Shophouse,buy,https://www.realestate.com.kh/buy/chbar-ampov-ii/3-bed-4-bath-shophouse-222968/,Chbar Ampov II,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
Kampong Speu,250000,3,4,150,300,House,buy,https://www.realestate.com.kh/buy/kampong-speu/3-bed-4-bath-house-222955/,,,,,
"Preaek Aeng, Chbar Ampov, Phnom Penh",129000,4,5,50,84,House,buy,https://www.realestate.com.kh/buy/preaek-aeng/4-bed-5-bath-house-222939/,Preaek Aeng,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Phnom Penh Thmey, Sen Sok, Phnom Penh",330000,4,6,,,House,buy,https://www.realestate.com.kh/buy/phnom-penh-thmey/4-bed-6-bath-house-222938/,Phnom Penh Thmey,Sen Sok,Phnom Penh,37.651036,30.5361664
"Chomkar Somraong, Battambang, Battambang",51000,2,2,,,House,buy,https://www.realestate.com.kh/buy/chomkar-somraong/2-bed-2-bath-house-222878/,Chomkar Somraong,Battambang,Battambang,12.9256791,103.23171364274523
"Siem Reap, Siem Reap, Siem Reap",95000,3,4,,,House,buy,https://www.realestate.com.kh/buy/siem-reap/3-bed-4-bath-house-222853/,Siem Reap,Siem Reap,Siem Reap,13.3617562,103.8590321
"Ta Khmau, Kandal",148000,4,5,136,200,House,buy,https://www.realestate.com.kh/buy/ta-khmau/4-bed-5-bath-house-222829/,,Ta Khmau,Kandal,11.4687395,104.9451162
"Battambang, Battambang",55000,2,3,,,House,buy,https://www.realestate.com.kh/buy/battambang/2-bed-3-bath-house-222827/,,Battambang,Battambang,12.9256791,103.23171364274523
Kandal,28500,2,2,,,House,buy,https://www.realestate.com.kh/buy/kandal/2-bed-2-bath-house-222824/,,,,,
"Meanchey, Phnom Penh",22000,4,5,,,House,buy,https://www.realestate.com.kh/buy/meanchey/4-bed-5-bath-house-222823/,,Meanchey,Phnom Penh,13.104489,103.1978242
"Ta Khmau, Kandal",50000,2,1,90,112,House,buy,https://www.realestate.com.kh/buy/ta-khmau/2-bed-1-bath-house-222802/,,Ta Khmau,Kandal,11.4687395,104.9451162
"Baek Chan, Angk Snuol, Kandal",185000,3,4,,192,House,buy,https://www.realestate.com.kh/buy/baek-chan/3-bed-4-bath-house-222772/,Baek Chan,Angk Snuol,Kandal,11.5078333,104.7157787
Battambang,33000,2,3,,,House,buy,https://www.realestate.com.kh/buy/battambang/2-bed-3-bath-house-222766/,,,,,
"Snaor, Por Sen Chey, Phnom Penh",95000,4,4,80,180,House,buy,https://www.realestate.com.kh/buy/snaor/4-bed-4-bath-house-222765/,Snaor,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Krang Mkak, Angk Snuol, Kandal",78500,3,3,,,Flat,buy,https://www.realestate.com.kh/buy/krang-mkak/3-bed-3-bath-flat-222737/,Krang Mkak,Angk Snuol,Kandal,11.5078333,104.7157787
"Chreav, Siem Reap, Siem Reap",495000,4,5,314,615,Villa,buy,https://www.realestate.com.kh/buy/chreav/4-bed-5-bath-villa-222717/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Battambang, Battambang",70000,3,3,,,House,buy,https://www.realestate.com.kh/buy/battambang/3-bed-3-bath-house-222709/,,Battambang,Battambang,12.9256791,103.23171364274523
Kandal,135000,2,1,,1350,House,buy,https://www.realestate.com.kh/buy/kandal/2-bed-1-bath-house-222705/,,,,,
"Svay Dankum, Siem Reap, Siem Reap",119999,3,4,,74,House,buy,https://www.realestate.com.kh/buy/svay-dankum/3-bed-4-bath-house-222701/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
Other,150000,4,5,9800,,House,buy,https://www.realestate.com.kh/listings/222670/,,,,,
"Kandaek, Prasat Bakong, Siem Reap",130000,3,3,,,House,buy,https://www.realestate.com.kh/buy/kandaek/3-bed-3-bath-house-222669/,Kandaek,Prasat Bakong,Siem Reap,13.3421471,103.9978446
Other,75000,2,3,,,House,buy,https://www.realestate.com.kh/listings/222665/,,,,,
"Sala Kamraeuk, Siem Reap, Siem Reap",169000,3,3,,,House,buy,https://www.realestate.com.kh/buy/sala-kamraeuk/3-bed-3-bath-house-222663/,Sala Kamraeuk,Siem Reap,Siem Reap,13.3617562,103.8590321
Other,115000,2,3,6700,8600,House,buy,https://www.realestate.com.kh/listings/222662/,,,,,
"Russey Keo, Phnom Penh",650000,6,6,,,House,buy,https://www.realestate.com.kh/buy/russey-keo/6-bed-6-bath-house-222661/,,Russey Keo,Phnom Penh,48.8381569,2.7172109621479024
Other,218000,2,2,,169,House,buy,https://www.realestate.com.kh/listings/222601/,,,,,
Other,120000,,,7000,,House,buy,https://www.realestate.com.kh/listings/222599/,,,,,
"Svay Dankum, Siem Reap, Siem Reap",89999,2,3,,,House,buy,https://www.realestate.com.kh/buy/svay-dankum/2-bed-3-bath-house-222596/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Kep, Kep",1000000,2,3,589,818,House,buy,https://www.realestate.com.kh/buy/kep/2-bed-3-bath-house-222593/,,Kep,Kep,10.402153949999999,104.26506181616313
"Kakaoh, Santuk, Kampong Thom",55000,2,3,,,House,buy,https://www.realestate.com.kh/buy/kakaoh/2-bed-3-bath-house-222592/,Kakaoh,Santuk,Kampong Thom,12.5628043,105.049388
Other,83000,2,3,,,House,buy,https://www.realestate.com.kh/listings/222591/,,,,,
"Odongk, Kampong Speu",36000,2,,48,777,House,buy,https://www.realestate.com.kh/buy/odongk/2-bed-house-222590/,,Odongk,Kampong Speu,11.68970425,104.60547461923997
"Svay Dankum, Siem Reap, Siem Reap",545000,4,5,270,425,Villa,buy,https://www.realestate.com.kh/buy/svay-dankum/4-bed-5-bath-villa-164679/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Nitean, Basedth, Kampong Speu",3412225,,,,136489,Land,buy,https://www.realestate.com.kh/buy/nitean/3-road-number-222564/,Nitean,Basedth,Kampong Speu,11.1480834,104.5305832
"Svay Dankum, Siem Reap, Siem Reap",120000,2,3,190,607,House,buy,https://www.realestate.com.kh/buy/svay-dankum/2-bed-3-bath-house-222561/,Svay Dankum,Siem Reap,Siem Reap,13.3617562,103.8590321
"Chroy Changvar, Phnom Penh",74000,5,5,,,House,buy,https://www.realestate.com.kh/buy/chroy-changvar/5-bed-5-bath-house-222559/,,Chroy Changvar,Phnom Penh,11.5823106,104.9344762
"Kampong Trach, Kampot",265000,4,6,,,House,buy,https://www.realestate.com.kh/buy/kampong-trach/4-bed-6-bath-house-222552/,,Kampong Trach,Kampot,10.5571918,104.4678996
Other,158000,,,16800,27000,House,buy,https://www.realestate.com.kh/listings/222544/,,,,,
"Sralau, Baray, Kampong Thom",85000,2,2,48,220,House,buy,https://www.realestate.com.kh/buy/sralau/2-bed-2-bath-house-222532/,Sralau,Baray,Kampong Thom,24.2285332,76.2207198
"Chaom Chau 2, Por Sen Chey, Phnom Penh",67000,1,1,,,Shophouse,buy,https://www.realestate.com.kh/buy/chaom-chau-2/1-bed-1-bath-shophouse-222515/,Chaom Chau 2,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Meanchey, Phnom Penh",150000,4,5,,,House,buy,https://www.realestate.com.kh/buy/meanchey/4-bed-5-bath-house-222508/,,Meanchey,Phnom Penh,13.104489,103.1978242
Other,280000,,,,,House,buy,https://www.realestate.com.kh/listings/222504/,,,,,
Other,180000,4,5,96,,House,buy,https://www.realestate.com.kh/listings/222463/,,,,,
"Boeung Tumpun, Meanchey, Phnom Penh",135000,5,4,,,Flat,buy,https://www.realestate.com.kh/buy/boeung-tumpun/5-bed-4-bath-flat-house-222458/,Boeung Tumpun,Meanchey,Phnom Penh,13.104489,103.1978242
Other,195000,4,4,,,House,buy,https://www.realestate.com.kh/listings/222447/,,,,,
Other,135000,4,4,12800,25200,House,buy,https://www.realestate.com.kh/listings/222437/,,,,,
Takeo,43888,2,2,82,290,House,buy,https://www.realestate.com.kh/buy/takeo/2-bed-2-bath-house-222408/,,,,,
"Chreav, Siem Reap, Siem Reap",225000,3,4,,,House,buy,https://www.realestate.com.kh/buy/chreav/3-bed-4-bath-house-222402/,Chreav,Siem Reap,Siem Reap,13.3617562,103.8590321
"Tuol Sangke, Russey Keo, Phnom Penh",93000,4,5,,,House,buy,https://www.realestate.com.kh/buy/tuol-sangke/4-bed-5-bath-house-222399/,Tuol Sangke,Russey Keo,Phnom Penh,48.8381569,2.7172109621479024
"Nirouth, Chbar Ampov, Phnom Penh",95000,4,4,6100,,House,buy,https://www.realestate.com.kh/buy/nirouth/4-bed-4-bath-house-222390/,Nirouth,Chbar Ampov,Phnom Penh,11.5228263,104.9667447
"Sangkat Bei, Sihanoukville, Sihanoukville",650000,24,,,,Flat,buy,https://www.realestate.com.kh/buy/sangkat-bei/24-bed-flat-house-222375/,Sangkat Bei,Sihanoukville,Sihanoukville,10.50614075,103.26205644863938
Eastland Hotel and Apartment,85000,1,1,38,,Apartment,buy,https://www.realestate.com.kh/new-developments/eastland-hotel-and-apartment/1-bed-1-bath-apartment-222333/,,,,,
"Chaom Chau 1, Por Sen Chey, Phnom Penh",97000,2,3,,,House,buy,https://www.realestate.com.kh/buy/chaom-chau-1/2-bed-3-bath-house-222331/,Chaom Chau 1,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Kampong Roteh, Stueng Saen, Kampong Thom",280000,3,4,42,408,House,buy,https://www.realestate.com.kh/buy/kampong-roteh/3-bed-4-bath-house-222330/,Kampong Roteh,Stueng Saen,Kampong Thom,12.7126242,104.8891082
"Sangkat Buon, Sihanoukville, Sihanoukville",350000,,,,,House,buy,https://www.realestate.com.kh/buy/sangkat-buon/house-222306/,Sangkat Buon,Sihanoukville,Sihanoukville,10.50614075,103.26205644863938
"Boeung Tumpun, Meanchey, Phnom Penh",79000,2,3,56,,House,buy,https://www.realestate.com.kh/buy/boeung-tumpun/2-bed-3-bath-house-222304/,Boeung Tumpun,Meanchey,Phnom Penh,13.104489,103.1978242
Koh Kong,55000,2,1,60,,House,buy,https://www.realestate.com.kh/buy/koh-kong/2-bed-1-bath-house-222278/,,,,,
"Poipet, Poipet, Banteay Meanchey",71000,5,5,,,House,buy,https://www.realestate.com.kh/buy/poipet/5-bed-5-bath-house-222269/,Poipet,Poipet,Banteay Meanchey,13.6593962,102.5708301
"Russey Keo, Phnom Penh",92000,2,3,,,House,buy,https://www.realestate.com.kh/buy/russey-keo/2-bed-3-bath-house-222263/,,Russey Keo,Phnom Penh,48.8381569,2.7172109621479024
"Chaom Chau 3, Por Sen Chey, Phnom Penh",175000,4,5,58,118,House,buy,https://www.realestate.com.kh/buy/chaom-chau-3/4-bed-5-bath-house-222257/,Chaom Chau 3,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Spean Thma, Dangkao, Phnom Penh",49999,2,3,,,House,buy,https://www.realestate.com.kh/buy/spean-thma/2-bed-3-bath-house-222235/,Spean Thma,Dangkao,Phnom Penh,11.5057732,104.891422
"Chrang Chamres 2, Russey Keo, Phnom Penh",375000,4,5,72,218,House,buy,https://www.realestate.com.kh/buy/chrang-chamres-2/4-bed-5-bath-house-222226/,Chrang Chamres 2,Russey Keo,Phnom Penh,48.8381569,2.7172109621479024
"Ream, Prey Nob, Sihanoukville",60152,,,"['34', '71']",,Project,buy,https://www.realestate.com.kh/new-developments/platinum-coast/,Ream,Prey Nob,Sihanoukville,10.6524043,103.7958258
"Roka Knong, Doun Kaev, Takeo",300000,12,12,,,House,buy,https://www.realestate.com.kh/buy/roka-knong/12-bed-12-bath-house-222217/,Roka Knong,Doun Kaev,Takeo,10.9875805,104.7830181
"Boeung Salang, Toul Kork, Phnom Penh",650000,7,7,176,336,House,buy,https://www.realestate.com.kh/buy/boeung-salang/7-bed-7-bath-house-222205/,Boeung Salang,Toul Kork,Phnom Penh,11.5738692,104.8996872
"Dangkao, Dangkao, Phnom Penh",160000,5,5,64,,House,buy,https://www.realestate.com.kh/buy/dangkao/5-bed-5-bath-house-222196/,Dangkao,Dangkao,Phnom Penh,11.5057732,104.891422
"Kandaek, Prasat Bakong, Siem Reap",135000,2,3,,,House,buy,https://www.realestate.com.kh/buy/kandaek/2-bed-3-bath-house-222192/,Kandaek,Prasat Bakong,Siem Reap,13.3421471,103.9978446
"Tuek L'ak 3, Toul Kork, Phnom Penh",183880,4,5,60,100,House,buy,https://www.realestate.com.kh/buy/tuek-lak-3/4-bed-5-bath-house-222161/,Tuek L'ak 3,Toul Kork,Phnom Penh,11.5738692,104.8996872
Siem Reap,185000,3,3,,,House,buy,https://www.realestate.com.kh/buy/siem-reap/3-bed-3-bath-house-222157/,,,,,
"Siem Reap, Siem Reap",300000,3,4,,,House,buy,https://www.realestate.com.kh/buy/siem-reap/3-bed-4-bath-house-222137/,,Siem Reap,Siem Reap,13.3617562,103.8590321
"Siem Reap, Siem Reap",180000,3,4,,600,House,buy,https://www.realestate.com.kh/buy/siem-reap/3-bed-4-bath-house-222135/,,Siem Reap,Siem Reap,13.3617562,103.8590321
"Kampot, Kampot",230000,3,3,,,House,buy,https://www.realestate.com.kh/buy/kampot/3-bed-3-bath-house-222133/,,Kampot,Kampot,10.6314754,104.132637
"Chaom Chau, Por Sen Chey, Phnom Penh",55000,2,3,,,House,buy,https://www.realestate.com.kh/buy/chaom-chau/2-bed-3-bath-house-222108/,Chaom Chau,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
Kandal,56000,3,3,,,House,buy,https://www.realestate.com.kh/buy/kandal/3-bed-3-bath-house-222098/,,,,,
"Chaom Chau, Por Sen Chey, Phnom Penh",65000,2,3,,76,House,buy,https://www.realestate.com.kh/buy/chaom-chau/2-bed-3-bath-house-222082/,Chaom Chau,Por Sen Chey,Phnom Penh,11.5432301,104.8346465
"Krang Thnong, Sen Sok, Phnom Penh",47000,2,3,,,House,buy,https://www.realestate.com.kh/buy/krang-thnong/2-bed-3-bath-house-222062/,Krang Thnong,Sen Sok,Phnom Penh,37.651036,30.5361664
